arm,half,seed,publication_group,n_rows,mae,mse,rmse,mean_error,coverage_50,width_50,coverage_80,width_80,coverage_95,width_95,unit_reading
B4,none,104729,pub_aed382b25f,36,1.06157,2.39847,1.5487,-0.0177651,0.611111,2.03081,0.805556,4.39524,0.944444,6.93533,registered: publication group (group_cross_publication_copy) within each seed (section 3.6 resolution)
B4,none,104729,pub_af7a1cd919,14,0.826715,1.03231,1.01602,-0.810916,0.428571,2.02571,1,4.38274,1,7.05714,registered: publication group (group_cross_publication_copy) within each seed (section 3.6 resolution)
B4,none,104729,pub_b048b54fa9,93,0.782084,1.36532,1.16847,0.24747,0.709677,2.03054,0.913978,4.38787,0.989247,7.00645,registered: publication group (group_cross_publication_copy) within each seed (section 3.6 resolution)
B4,none,104729,pub_b0b3296ec5,228,2.09638,5.6059,2.36768,2.05785,0.20614,2.02783,0.517544,4.39116,0.899123,7.0086,registered: publication group (group_cross_publication_copy) within each seed (section 3.6 resolution)
B4,none,104729,pub_b155314682,35,1.21055,2.70963,1.64609,1.11877,0.542857,2.03526,0.714286,4.38858,0.971429,6.97488,registered: publication group (group_cross_publication_copy) within each seed (section 3.6 resolution)
B4,none,104729,pub_b4273fb42a,16,0.750803,1.50934,1.22855,0.559325,0.6875,2.03437,0.8125,4.40608,1,6.98893,registered: publication group (group_cross_publication_copy) within each seed (section 3.6 resolution)
B4,none,104729,pub_b62729e38f,53,0.813584,1.22604,1.10727,-0.448231,0.641509,2.03565,0.924528,4.39057,1,6.9095,registered: publication group (group_cross_publication_copy) within each seed (section 3.6 resolution)
B4,none,104729,pub_b8175dc3a1,14,1.00868,1.26093,1.12291,-0.787125,0.5,2.02421,1,4.38445,1,7.07976,registered: publication group (group_cross_publication_copy) within each seed (section 3.6 resolution)
B4,none,104729,pub_b92b9c1ebe,208,0.964639,1.4407,1.20029,0.819039,0.610577,2.02828,0.942308,4.38769,0.995192,7.02189,registered: publication group (group_cross_publication_copy) within each seed (section 3.6 resolution)
B4,none,104729,pub_b9dfc468cd,136,1.30706,2.52822,1.59004,0.57973,0.389706,2.02993,0.867647,4.38798,0.977941,6.99099,registered: publication group (group_cross_publication_copy) within each seed (section 3.6 resolution)
B4,none,104729,pub_bdb1564c49,134,0.887325,1.1051,1.05124,-0.599413,0.619403,2.02677,0.970149,4.39027,1,7.03842,registered: publication group (group_cross_publication_copy) within each seed (section 3.6 resolution)
B4,none,104729,pub_bef16e560c,48,0.679971,0.83177,0.912014,0.159219,0.791667,2.02701,1,4.38796,1,7.039,registered: publication group (group_cross_publication_copy) within each seed (section 3.6 resolution)
B4,none,104729,pub_c07b8473b8,14,0.372883,0.268404,0.518077,-0.0245958,0.857143,2.03472,1,4.38309,1,7.03092,registered: publication group (group_cross_publication_copy) within each seed (section 3.6 resolution)
B4,none,104729,pub_c649e663f3,4,1.41154,2.4375,1.56125,-0.572584,0.25,2.03074,1,4.3697,1,7.18325,registered: publication group (group_cross_publication_copy) within each seed (section 3.6 resolution)
B4,none,104729,pub_c8195b4ca7,216,1.12397,1.83575,1.3549,-0.718102,0.509259,2.02934,0.888889,4.39424,1,6.99797,registered: publication group (group_cross_publication_copy) within each seed (section 3.6 resolution)
B4,none,104729,pub_c929bc0daa,31,0.294966,0.140493,0.374824,-0.0241738,1,2.0249,1,4.39303,1,7.06443,registered: publication group (group_cross_publication_copy) within each seed (section 3.6 resolution)
B4,none,104729,pub_ca616a18dd,28,0.674701,0.641869,0.801167,-0.606556,0.785714,2.02321,1,4.38695,1,7.04138,registered: publication group (group_cross_publication_copy) within each seed (section 3.6 resolution)
B4,none,104729,pub_ca7dd9b99d,303,0.943671,1.59815,1.26418,0.482691,0.640264,2.02752,0.90429,4.38998,0.986799,7.02457,registered: publication group (group_cross_publication_copy) within each seed (section 3.6 resolution)
B4,none,104729,pub_cd72e4a7bb,135,1.03453,1.62025,1.27289,-0.207868,0.533333,2.02529,0.933333,4.38646,1,7.03747,registered: publication group (group_cross_publication_copy) within each seed (section 3.6 resolution)
B4,none,104729,pub_cdc2243314,94,0.654967,1.68596,1.29844,0.249033,0.808511,2.0253,0.914894,4.38956,0.946809,6.9947,registered: publication group (group_cross_publication_copy) within each seed (section 3.6 resolution)
B4,none,104729,pub_d3c970567f,15,0.761977,1.11951,1.05807,-0.0744966,0.666667,2.03628,0.933333,4.37568,1,6.97573,registered: publication group (group_cross_publication_copy) within each seed (section 3.6 resolution)
B4,none,104729,pub_d59c40b453,37,0.874317,1.4199,1.19159,-0.418833,0.648649,2.03042,0.891892,4.38187,1,7.00118,registered: publication group (group_cross_publication_copy) within each seed (section 3.6 resolution)
B4,none,104729,pub_dc1c90a4de,3,2.91255,8.87822,2.97963,-2.91255,0,2.02259,0,4.4102,0.666667,6.97376,registered: publication group (group_cross_publication_copy) within each seed (section 3.6 resolution)
B4,none,104729,pub_dfa96a5118,42,0.552236,0.603086,0.776586,0.157187,0.833333,2.03025,0.97619,4.38852,1,7.03126,registered: publication group (group_cross_publication_copy) within each seed (section 3.6 resolution)
B4,none,104729,pub_e287124c22,1096,1.86882,5.5322,2.35206,-0.0706907,0.356752,2.02812,0.636861,4.39077,0.864051,7.01131,registered: publication group (group_cross_publication_copy) within each seed (section 3.6 resolution)
B4,none,104729,pub_e4bbba9576,89,1.03101,2.07661,1.44104,-0.510326,0.550562,2.02562,0.88764,4.39286,0.955056,7.05333,registered: publication group (group_cross_publication_copy) within each seed (section 3.6 resolution)
B4,none,104729,pub_e4dd361427,10,1.48044,3.53067,1.87901,0.0762235,0.4,2.02019,0.7,4.39385,1,6.98463,registered: publication group (group_cross_publication_copy) within each seed (section 3.6 resolution)
B4,none,104729,pub_e9799b75f3,56,0.304117,0.252142,0.502137,-0.18541,0.946429,2.02975,1,4.38321,1,7.03412,registered: publication group (group_cross_publication_copy) within each seed (section 3.6 resolution)
B4,none,104729,pub_f5d1922154,36,1.01705,2.50828,1.58376,-0.530841,0.694444,2.03181,0.833333,4.38587,0.916667,6.97243,registered: publication group (group_cross_publication_copy) within each seed (section 3.6 resolution)
B4,none,104729,pub_f6d85bdb79,5,1.63695,2.75269,1.65912,1.63695,0,2.02523,1,4.37074,1,7.02988,registered: publication group (group_cross_publication_copy) within each seed (section 3.6 resolution)
B4,none,104729,pub_f926473989,3,0.268267,0.0954898,0.309014,0.268267,1,2.0234,1,4.37111,1,6.91104,registered: publication group (group_cross_publication_copy) within each seed (section 3.6 resolution)
B4,none,130363,pub_007f4c9de0,35,0.399187,0.265318,0.51509,-0.251336,0.942857,2.04144,1,4.37123,1,7.12348,registered: publication group (group_cross_publication_copy) within each seed (section 3.6 resolution)
B4,none,130363,pub_04794d6d09,642,1.37956,3.18021,1.78331,0.379203,0.457944,2.0449,0.792835,4.37943,0.937695,7.08793,registered: publication group (group_cross_publication_copy) within each seed (section 3.6 resolution)
B4,none,130363,pub_07cea54708,12,2.64221,9.71778,3.11734,-2.44347,0.25,2.08425,0.416667,4.41741,0.75,7.14768,registered: publication group (group_cross_publication_copy) within each seed (section 3.6 resolution)
B4,none,130363,pub_0884e38fbe,155,1.11906,1.69036,1.30014,-0.362431,0.458065,2.0444,0.916129,4.39246,0.993548,7.0877,registered: publication group (group_cross_publication_copy) within each seed (section 3.6 resolution)
B4,none,130363,pub_0a8da089ad,132,0.796346,0.897005,0.947104,0.00219178,0.69697,2.03593,1,4.3766,1,7.08047,registered: publication group (group_cross_publication_copy) within each seed (section 3.6 resolution)
B4,none,130363,pub_0af6736cb1,258,0.884712,1.44498,1.20207,0.0529764,0.643411,2.04406,0.903101,4.39242,0.996124,7.09714,registered: publication group (group_cross_publication_copy) within each seed (section 3.6 resolution)
B4,none,130363,pub_0c3788daa5,33,0.403252,0.298227,0.546102,-0.183201,0.878788,2.02344,1,4.36489,1,7.03799,registered: publication group (group_cross_publication_copy) within each seed (section 3.6 resolution)
B4,none,130363,pub_0d412f4721,20,1.32158,2.89136,1.7004,-1.17249,0.55,2.03212,0.75,4.36753,0.95,7.07568,registered: publication group (group_cross_publication_copy) within each seed (section 3.6 resolution)
B4,none,130363,pub_0ddbd861aa,91,0.445651,0.3911,0.62538,0.296255,0.868132,2.0455,1,4.38949,1,7.10053,registered: publication group (group_cross_publication_copy) within each seed (section 3.6 resolution)
B4,none,130363,pub_0e366d9257,3,1.41136,2.16523,1.47147,0.661402,0,2.15373,1,4.51864,1,7.19094,registered: publication group (group_cross_publication_copy) within each seed (section 3.6 resolution)
B4,none,130363,pub_0f30549d71,7,1.89073,4.47871,2.1163,0.67505,0.142857,2.0478,0.428571,4.39431,1,7.07122,registered: publication group (group_cross_publication_copy) within each seed (section 3.6 resolution)
B4,none,130363,pub_0fd6ab4e40,29,0.798149,0.914333,0.956207,0.014831,0.689655,2.06167,1,4.41365,1,7.15436,registered: publication group (group_cross_publication_copy) within each seed (section 3.6 resolution)
B4,none,130363,pub_10aec04d23,67,0.51438,0.58906,0.767502,-0.0903443,0.820896,2.04157,1,4.37195,1,7.0704,registered: publication group (group_cross_publication_copy) within each seed (section 3.6 resolution)
B4,none,130363,pub_13adc25944,4,3.44834,11.9115,3.45131,-3.44834,0,2.12436,0,4.47517,0.75,7.1214,registered: publication group (group_cross_publication_copy) within each seed (section 3.6 resolution)
B4,none,130363,pub_1605e436d7,154,1.63235,3.5056,1.87233,-1.32238,0.305195,2.05304,0.727273,4.40245,0.980519,7.10717,registered: publication group (group_cross_publication_copy) within each seed (section 3.6 resolution)
B4,none,130363,pub_1739bfaf95,16,1.2489,2.85231,1.68888,-0.670691,0.6875,2.1006,0.75,4.46307,1,7.15256,registered: publication group (group_cross_publication_copy) within each seed (section 3.6 resolution)
B4,none,130363,pub_1845fd6492,14,2.20757,5.43064,2.33037,-0.751146,0.0714286,2.05895,0.428571,4.40832,1,7.09371,registered: publication group (group_cross_publication_copy) within each seed (section 3.6 resolution)
B4,none,130363,pub_1927dff570,20,1.40874,3.03044,1.74082,0.327257,0.4,2.04462,0.85,4.41711,0.95,7.14736,registered: publication group (group_cross_publication_copy) within each seed (section 3.6 resolution)
B4,none,130363,pub_19783c039b,204,1.16311,2.07877,1.44179,-0.572464,0.514706,2.0365,0.828431,4.38613,0.995098,7.07757,registered: publication group (group_cross_publication_copy) within each seed (section 3.6 resolution)
B4,none,130363,pub_1b7737c507,261,0.83881,1.49721,1.22361,-0.163219,0.727969,2.04748,0.881226,4.39309,0.992337,7.0976,registered: publication group (group_cross_publication_copy) within each seed (section 3.6 resolution)
B4,none,130363,pub_1bd76c48d9,54,1.007,1.4965,1.22331,-0.622092,0.5,2.0549,1,4.3969,1,7.08501,registered: publication group (group_cross_publication_copy) within each seed (section 3.6 resolution)
B4,none,130363,pub_1c1b558856,72,1.5986,3.60784,1.89943,-1.5081,0.375,2.04457,0.680556,4.38684,0.944444,7.10387,registered: publication group (group_cross_publication_copy) within each seed (section 3.6 resolution)
B4,none,130363,pub_1d18e32c4e,101,0.888514,1.53796,1.24014,0.46813,0.742574,2.0464,0.891089,4.38725,0.970297,7.09956,registered: publication group (group_cross_publication_copy) within each seed (section 3.6 resolution)
B4,none,130363,pub_1e6fec5c25,22,0.841945,1.1541,1.07429,0.612779,0.727273,2.07994,0.954545,4.43984,1,7.13844,registered: publication group (group_cross_publication_copy) within each seed (section 3.6 resolution)
B4,none,130363,pub_22a136e9b9,24,1.5974,5.47026,2.33886,0.930284,0.541667,2.03049,0.791667,4.40209,0.875,7.10305,registered: publication group (group_cross_publication_copy) within each seed (section 3.6 resolution)
B4,none,130363,pub_2319535dff,141,2.33858,6.15687,2.4813,-2.26943,0.113475,2.04123,0.319149,4.3847,0.978723,7.0871,registered: publication group (group_cross_publication_copy) within each seed (section 3.6 resolution)
B4,none,130363,pub_23f10a0918,269,1.23454,2.01631,1.41997,-0.955968,0.356877,2.04397,0.933086,4.38762,1,7.08709,registered: publication group (group_cross_publication_copy) within each seed (section 3.6 resolution)
B4,none,130363,pub_2c76a46f18,71,0.858157,2.02759,1.42393,0.38339,0.732394,2.03771,0.830986,4.38128,0.971831,7.09233,registered: publication group (group_cross_publication_copy) within each seed (section 3.6 resolution)
B4,none,130363,pub_2e9f2dbea9,76,0.493725,0.737523,0.858792,0.116745,0.881579,2.05413,0.947368,4.39204,0.986842,7.0991,registered: publication group (group_cross_publication_copy) within each seed (section 3.6 resolution)
B4,none,130363,pub_30a5286662,3,1.74062,3.18938,1.78588,-1.74062,0,2.07904,0.666667,4.49011,1,7.22891,registered: publication group (group_cross_publication_copy) within each seed (section 3.6 resolution)
B4,none,130363,pub_37086f6378,532,1.2789,2.66471,1.63239,0.683055,0.483083,2.04185,0.819549,4.38837,0.973684,7.10538,registered: publication group (group_cross_publication_copy) within each seed (section 3.6 resolution)
B4,none,130363,pub_392f966ef2,13,0.658853,0.5513,0.742496,-0.200183,0.923077,2.00026,1,4.28595,1,6.99834,registered: publication group (group_cross_publication_copy) within each seed (section 3.6 resolution)
B4,none,130363,pub_3e0f6bb1b5,28,1.31846,2.37617,1.54148,-1.12004,0.357143,2.05775,0.928571,4.40197,0.964286,7.14217,registered: publication group (group_cross_publication_copy) within each seed (section 3.6 resolution)
B4,none,130363,pub_3f3b6220e0,56,0.239574,0.117829,0.343262,0.0973414,0.982143,2.06537,1,4.41347,1,7.14594,registered: publication group (group_cross_publication_copy) within each seed (section 3.6 resolution)
B4,none,130363,pub_401a06b4b7,14,1.15995,2.63185,1.6223,0.724435,0.642857,2.03381,0.642857,4.33959,1,7.03114,registered: publication group (group_cross_publication_copy) within each seed (section 3.6 resolution)
B4,none,130363,pub_40c355ae86,24,1.31389,3.02007,1.73784,0.471389,0.541667,2.04833,0.875,4.39918,0.916667,7.103,registered: publication group (group_cross_publication_copy) within each seed (section 3.6 resolution)
B4,none,130363,pub_44555064e1,55,0.683021,0.744526,0.862859,0.0271837,0.8,2.04222,0.981818,4.38255,1,7.04622,registered: publication group (group_cross_publication_copy) within each seed (section 3.6 resolution)
B4,none,130363,pub_457a2adba4,28,0.47448,0.465999,0.682641,-0.11376,0.928571,2.03666,0.964286,4.38345,1,7.07371,registered: publication group (group_cross_publication_copy) within each seed (section 3.6 resolution)
B4,none,130363,pub_45b8fb22e7,152,0.662892,0.917836,0.958038,0.337988,0.756579,2.03326,0.967105,4.36354,0.993421,7.07815,registered: publication group (group_cross_publication_copy) within each seed (section 3.6 resolution)
B4,none,130363,pub_4a1871d85d,114,0.507732,0.502346,0.708764,0.204469,0.929825,2.06021,0.964912,4.41475,1,7.14212,registered: publication group (group_cross_publication_copy) within each seed (section 3.6 resolution)
B4,none,130363,pub_4cba27f5f3,206,0.816851,1.54358,1.24241,0.440237,0.703883,2.03244,0.878641,4.36882,0.990291,7.07276,registered: publication group (group_cross_publication_copy) within each seed (section 3.6 resolution)
B4,none,130363,pub_4f42448406,81,0.823459,1.13597,1.06582,-0.0170305,0.679012,2.02939,0.950617,4.37392,1,7.06906,registered: publication group (group_cross_publication_copy) within each seed (section 3.6 resolution)
B4,none,130363,pub_4fb6e0c041,13,0.26092,0.0851799,0.291856,-0.211026,1,2.05286,1,4.41547,1,7.15053,registered: publication group (group_cross_publication_copy) within each seed (section 3.6 resolution)
B4,none,130363,pub_515c63b970,90,1.68075,3.09173,1.75833,-1.68075,0.0333333,2.04847,0.922222,4.39361,0.988889,7.1199,registered: publication group (group_cross_publication_copy) within each seed (section 3.6 resolution)
B4,none,130363,pub_51c0693f9c,116,1.28307,2.81172,1.67682,1.07399,0.517241,2.04063,0.775862,4.37979,0.948276,7.08218,registered: publication group (group_cross_publication_copy) within each seed (section 3.6 resolution)
