arm,half,seed,g19_metal_state,extractant_system_key,n_rows,mae,mse,rmse,mean_error,coverage_50,width_50,coverage_80,width_80,coverage_95,width_95,unit_reading
B4l,confirmation,,Lu(III),CCCCCCCCCCCCN(CCCCCCCCCCCC)C(=O)COCC(=O)N(CCCCCCCCCCCC)CCCCCCCCCCCC,17,2.40622,7.5253,2.74323,2.40622,0.176471,1.88622,0.411765,4,0.705882,6.12044,registered: hidden cell
B4l,confirmation,,Lu(III),CCCCCCCCCCCCN(CCCCCCCCCCCC)C(=O)COCCOCC(=O)N(CCCCCCCCCCCC)CCCCCCCCCCCC,14,1.25814,2.39974,1.54911,1.03714,0.428571,1.88622,0.714286,4,1,6.12044,registered: hidden cell
B4l,confirmation,,Nd(III),CCCCCCCCCCN(CCCCCCCCCC)C(=O)COCC(=O)N(CCCCCC)CCCCCC,34,1.4961,3.13798,1.77143,-1.44897,0.352941,1.81832,0.529412,3.7308,1,6.37114,registered: hidden cell
B4l,confirmation,,Nd(III),CCCCN(CCCC)C(=O)COCC(=O)N(CCCC)CCCC,19,0.826111,0.946825,0.973049,0.437523,0.578947,1.71351,1,3.80496,1,6.06743,registered: hidden cell
B4l,confirmation,,Np(IV),CCCCC(CC)CN(CC(CC)CCCC)C(=O)C(C)C,16,1.26732,2.13064,1.45967,1.26732,0.375,1.81288,0.75,3.94217,1,6.1477,registered: hidden cell
B4l,confirmation,,Np(IV),CCCCC(CC)CN(CC(CC)CCCC)C(=O)CCC,10,0.90381,1.06633,1.03263,-0.899935,0.4,1.81288,1,3.94217,1,6.1477,registered: hidden cell
B4l,confirmation,,Np(IV),CCCCCCCCCC(=O)N(CCCCCC)CCCCCC,22,0.576032,0.792368,0.890151,0.454167,0.727273,1.81412,0.909091,3.6902,1,6.34923,registered: hidden cell
B4l,confirmation,,Np(IV),CCCCCN(CCCCC)C(=O)COCC(=O)N(CCCCC)CCCCC,22,1.28143,1.93457,1.39089,-1.26725,0.181818,1.61635,0.954545,3.7624,1,6.1477,registered: hidden cell
B4l,confirmation,,Np(IV),CCCCN(CCCC)C(=O)COCC(=O)N(CCCC)CCCC,22,2.45542,6.31829,2.51362,-2.45542,0,1.611,0.0909091,3.7183,0.954545,6.14611,registered: hidden cell
B4l,confirmation,,Np(V),CCCCC(CC)CN(CC(CC)CCCC)C(=O)C(C)C,15,1.10809,2.76826,1.66381,0.850083,0.6,1.83603,0.733333,3.94217,0.933333,6.1477,registered: hidden cell
B4l,confirmation,,Np(V),CCCCCCCCCCCCN(CCCCCCCCCCCC)C(=O)COCC(=O)N(CCCCCCCCCCCC)CCCCCCCCCCCC,21,1.07645,1.49672,1.2234,-1.02667,0.333333,1.88606,1,4.18841,1,6.84376,registered: hidden cell
B4l,confirmation,,Np(V),CCCCCCCCCCN(CCCCCCCCCC)C(=O)COCC(=O)N(CCCCCCCCCC)CCCCCCCCCC,21,0.879399,1.04784,1.02364,-0.807851,0.52381,1.88606,1,4.18841,1,6.84376,registered: hidden cell
B4l,confirmation,,Np(V),CCCCCCN(CCCCCC)C(=O)COCC(=O)N(CCCCCC)CCCCCC,16,0.914347,1.07263,1.03568,-0.796203,0.5625,1.87388,1,4.15254,1,6.84376,registered: hidden cell
B4l,confirmation,,Np(V),CCCCCN(CCCCC)C(=O)COCC(=O)N(CCCCC)CCCCC,17,1.06519,1.46303,1.20956,-1.06144,0.352941,1.87388,1,4.15254,1,6.84376,registered: hidden cell
B4l,confirmation,,Np(V),CCCCN(CCCC)C(=O)COCC(=O)N(CCCC)CCCC,17,0.938809,1.143,1.06911,-0.893437,0.470588,1.88601,1,4.15254,1,6.84376,registered: hidden cell
B4l,confirmation,,Np(VI),CCCCC(CC)CN(CC(CC)CCCC)C(=O)C(C)C,17,0.815915,1.52299,1.23409,0.725419,0.705882,1.83603,0.823529,3.93666,0.941176,6.1477,registered: hidden cell
B4l,confirmation,,Np(VI),CCCCC(CC)CN(CC(CC)CCCC)C(=O)CCC,15,0.940179,1.39683,1.18188,0.342917,0.533333,1.84841,0.866667,3.93779,1,6.1477,registered: hidden cell
B4l,confirmation,,Pu(III),CCCCC(CC)CN(CC(CC)CCCC)C(=O)C(C)C,26,0.801281,0.925564,0.962062,-0.08857,0.461538,1.68165,1,3.69232,1,6.38305,registered: hidden cell
B4l,confirmation,,Pu(III),CCCCCCCCCC(=O)N(CCCCCC)CCCCCC,11,0.227498,0.170901,0.413402,0.227498,0.909091,1.83016,1,3.7183,1,6.41443,registered: hidden cell
B4l,confirmation,,Pu(IV),CCCCC(CC)CN(CC(CC)CCCC)C(=O)C(C)C,56,2.51167,7.26887,2.69608,2.51167,0.0178571,1.80845,0.357143,4,0.767857,6.74524,registered: hidden cell
B4l,confirmation,,Pu(IV),CCCCC(CC)CN(CC(CC)CCCC)C(=O)CCC,66,0.794565,1.05015,1.02477,-0.265614,0.712121,1.80845,0.924242,4,1,6.74524,registered: hidden cell
B4l,confirmation,,Pu(IV),CCCCCCCCN(C)C(=O)C(CCCCCC)(OCC)C(=O)N(C)CCCCCCCC|CCCCCCCCN(CCCCCCCC)C(=O)COCC(=O)N(CCCCCCCC)CCCCCCCC,17,1.75746,4.75602,2.18083,1.75746,0.470588,1.65704,0.529412,3.49233,0.764706,6.06743,registered: hidden cell
B4l,confirmation,,Pu(IV),CCCCCCN(CCCCCC)C(=O)CCCCC,42,0.328028,0.263401,0.513226,0.226332,0.880952,1.88955,1,4.00524,1,6.22094,registered: hidden cell
B4l,confirmation,,Pu(IV),CCCCCN(CCCCC)C(=O)COCC(=O)N(CCCCC)CCCCC,11,1.56832,2.58791,1.6087,1.34679,0,1.6335,0.818182,3.75513,1,6.14611,registered: hidden cell
B4l,confirmation,,Pu(IV),CCCCN(CCCC)C(=O)COCC(=O)N(CCCC)CCCC,10,1.3259,1.88774,1.37395,1.3259,0.1,1.6335,0.9,3.75513,1,6.14611,registered: hidden cell
B4l,confirmation,,Pu(VI),CCCCC(CC)CN(CC(CC)CCCC)C(=O)C(C)C,44,0.679995,0.57194,0.756267,0.600448,0.704545,1.6728,1,3.66174,1,6.30612,registered: hidden cell
B4l,confirmation,,Pu(VI),CCCCC(CC)CN(CC(CC)CCCC)C(=O)CCC,14,1.02129,1.35049,1.16211,0.0717304,0.428571,1.86048,0.928571,4,1,6.21102,registered: hidden cell
B4l,confirmation,,Sm(III),CCCCCCCCCCCCN(CCCCCCCCCCCC)C(=O)COCC(=O)N(CCCCCCCCCCCC)CCCCCCCCCCCC,13,0.63443,0.603809,0.777052,-0.110373,0.692308,1.85752,1,3.92959,1,6.0961,registered: hidden cell
B4l,confirmation,,Sm(III),CCCCCCCCCCCCN(CCCCCCCCCCCC)C(=O)COCCOCC(=O)N(CCCCCCCCCCCC)CCCCCCCCCCCC,14,0.458904,0.295025,0.543162,-0.12693,0.857143,1.85752,1,3.92959,1,6.0961,registered: hidden cell
B4l,confirmation,,Sm(III),CCCCCCCCCCN(CCCCCCCCCC)C(=O)COCC(=O)N(CCCCCC)CCCCCC,34,1.32854,2.37355,1.54063,-1.05895,0.323529,1.82724,0.764706,3.73811,1,6.38305,registered: hidden cell
B4l,confirmation,,Sm(III),CCCCCCCCN(C)C(=O)C(CCCCCC)(OCC)C(=O)N(C)CCCCCCCC|CCCCCCCCN(CCCCCCCC)C(=O)COCC(=O)N(CCCCCCCC)CCCCCCCC,10,0.327995,0.178052,0.421962,-0.0820624,1,1.72024,1,3.76105,1,6.48066,registered: hidden cell
B4l,confirmation,,Sm(III),CCCCN(CCCC)C(=O)COCC(=O)N(CCCC)CCCC,16,0.77493,0.958071,0.978811,0.357211,0.75,1.72366,0.9375,3.77238,1,6.02645,registered: hidden cell
B4l,confirmation,,Sr(II),CCCCCCCCCCN(CCCCCCCCCC)C(=O)COCC(=O)N(CCCCCCCCCC)CCCCCCCCCC,15,0.316836,0.164999,0.406201,0.0846808,1,1.82724,1,3.73811,1,6.38305,registered: hidden cell
B4l,confirmation,,Tb(III),CCCCCCCCCCCCN(CCCCCCCCCCCC)C(=O)COCC(=O)N(CCCCCCCCCCCC)CCCCCCCCCCCC,12,0.748578,1.25778,1.12151,0.649142,0.75,1.85752,0.916667,3.92959,1,6.0961,registered: hidden cell
B4l,confirmation,,Tb(III),CCCCCCCCCCCCN(CCCCCCCCCCCC)C(=O)COCCOCC(=O)N(CCCCCCCCCCCC)CCCCCCCCCCCC,14,2.53245,6.75256,2.59857,2.53245,0,1.85752,0.142857,3.92959,0.785714,6.0961,registered: hidden cell
B4l,confirmation,,Tb(III),CCCCCCCCN(C)C(=O)C(CCCCCC)(OCC)C(=O)N(C)CCCCCCCC|CCCCCCCCN(CCCCCCCC)C(=O)COCC(=O)N(CCCCCCCC)CCCCCCCC,10,0.987803,1.3027,1.14136,0.987803,0.4,1.63631,0.9,3.68634,1,6.45965,registered: hidden cell
B4l,confirmation,,Tb(III),CCCCN(CCCC)C(=O)COCC(=O)N(CCCC)CCCC,14,1.42615,2.77611,1.66617,1.19861,0.357143,1.72747,0.785714,3.84769,0.928571,6.08086,registered: hidden cell
B4l,confirmation,,Th(IV),CCCCC(CC)CN(CC(CC)CCCC)C(=O)C(C)C,43,1.24158,3.06621,1.75106,1.07108,0.581395,1.71645,0.72093,3.66691,0.837209,6.27117,registered: hidden cell
B4l,confirmation,,Th(IV),CCCCC(CC)CN(CC(CC)CCCC)C(=O)CCC,208,1.13128,1.49339,1.22205,-0.990928,0.288462,1.7786,1,3.88883,1,6.39298,registered: hidden cell
B4l,confirmation,,Th(IV),CCCCCCCCCCCCN(CCCCCCCCCCCC)C(=O)COCC(=O)N(CCCCCCCCCCCC)CCCCCCCCCCCC,22,1.22451,2.09464,1.44729,0.101341,0.363636,1.77342,0.772727,3.98148,1,6.66696,registered: hidden cell
B4l,confirmation,,Th(IV),CCCCCCCCCCN(CCCCCCCCCC)C(=O)COCC(=O)N(CCCCCCCCCC)CCCCCCCCCC,23,0.998931,1.57626,1.25549,0.398348,0.521739,1.77342,0.869565,3.98148,1,6.66696,registered: hidden cell
B4l,confirmation,,Th(IV),CCCCCCN(CCCCCC)C(=O)CCCCC,10,0.699673,0.579514,0.761258,-0.698542,0.8,1.90045,1,4.09596,1,6.27963,registered: hidden cell
B4l,confirmation,,Th(IV),CCCCCCN(CCCCCC)C(=O)COCC(=O)N(CCCCCC)CCCCCC,18,1.28431,2.25371,1.50124,0.163508,0.388889,1.75551,0.833333,3.99024,1,6.73117,registered: hidden cell
B4l,confirmation,,Th(IV),CCCCCN(CCCCC)C(=O)COCC(=O)N(CCCCC)CCCCC,40,0.988498,1.2561,1.12076,0.460473,0.4,1.75551,0.95,3.99024,1,6.73117,registered: hidden cell
B4l,confirmation,,Th(IV),CCCCN(CCCC)C(=O)COCC(=O)N(CCCC)CCCC,44,1.3506,2.50042,1.58127,-0.085099,0.386364,1.65175,0.75,3.7308,0.977273,6.12387,registered: hidden cell
B4l,confirmation,,Tm(III),CCCCCCCCCCCCN(CCCCCCCCCCCC)C(=O)COCC(=O)N(CCCCCCCCCCCC)CCCCCCCCCCCC,12,1.47825,3.88994,1.97229,1.19993,0.583333,1.85469,0.666667,3.95582,0.833333,6.10122,registered: hidden cell
B4l,confirmation,,Tm(III),CCCCCCCCCCCCN(CCCCCCCCCCCC)C(=O)COCCOCC(=O)N(CCCCCCCCCCCC)CCCCCCCCCCCC,14,3.07893,10.4379,3.23077,3.07893,0,1.84164,0.214286,3.93432,0.428571,6.03161,registered: hidden cell
B4l,confirmation,,U(VI),CCCCC(CC)C(=O)N(CCCC)CCCC,17,0.461815,0.261247,0.511124,-0.452372,1,1.84921,1,3.86523,1,6.70445,registered: hidden cell
B4l,confirmation,,U(VI),CCCCC(CC)CN(CC(CC)CCCC)C(=O)C(C)C,178,1.04886,1.52865,1.23639,0.667085,0.511236,1.71761,0.870787,3.68933,0.994382,6.39298,registered: hidden cell
B4l,confirmation,,U(VI),CCCCC(CC)CN(CC(CC)CCCC)C(=O)CCC,87,0.695726,0.820801,0.905981,0.645761,0.735632,1.82136,0.965517,3.99006,1,6.74524,registered: hidden cell
B4l,confirmation,,U(VI),CCCCCCCCCC(=O)N(CCCCCC)CCCCCC,26,0.521314,0.343594,0.586169,-0.507189,0.961538,1.81233,1,3.67643,1,6.339,registered: hidden cell
B4l,confirmation,,U(VI),CCCCCCCCCCCCN(CCCCCCCCCCCC)C(=O)COCC(=O)N(CCCCCCCCCCCC)CCCCCCCCCCCC,24,0.913906,1.28267,1.13255,-0.211488,0.541667,1.75508,0.875,3.93223,1,6.66696,registered: hidden cell
B4l,confirmation,,U(VI),CCCCCCCCCCN(CCCCCCCCCC)C(=O)COCC(=O)N(CCCCCCCCCC)CCCCCCCCCC,21,0.750648,0.973009,0.986412,0.00824005,0.666667,1.75508,0.952381,3.93223,1,6.66696,registered: hidden cell
B4l,confirmation,,U(VI),CCCCCCN(CCCCCC)C(=O)C(CC)CCCC,27,0.615918,0.843358,0.918345,-0.456107,0.814815,1.91307,0.925926,4.29592,1,6.93849,registered: hidden cell
B4l,confirmation,,U(VI),CCCCCCN(CCCCCC)C(=O)CCCCC,39,0.286573,0.212261,0.460718,0.14621,0.948718,1.94265,1,4.17208,1,6.37114,registered: hidden cell
B4l,confirmation,,U(VI),CCCCCCN(CCCCCC)C(=O)COCC(=O)N(CCCCCC)CCCCCC,19,0.806292,1.09335,1.04563,-0.405241,0.631579,1.75551,0.894737,3.93432,1,6.66696,registered: hidden cell
B4l,confirmation,,U(VI),CCCCCN(CCCCC)C(=O)COCC(=O)N(CCCCC)CCCCC,20,0.747729,0.853267,0.923724,0.321466,0.65,1.75508,1,3.94522,1,6.66696,registered: hidden cell
B4l,confirmation,,U(VI),CCCCN(CCCC)C(=O)COCC(=O)N(CCCC)CCCC,19,2.38689,6.44097,2.53791,2.38689,0.0526316,1.75559,0.421053,4,0.842105,6.74524,registered: hidden cell
B4l,confirmation,,Yb(III),CCCCCCCCCCCCN(CCCCCCCCCCCC)C(=O)COCC(=O)N(CCCCCCCCCCCC)CCCCCCCCCCCC,12,1.26883,3.28533,1.81255,1.24631,0.666667,1.84856,0.666667,3.93344,0.833333,6.06743,registered: hidden cell
B4l,confirmation,,Yb(III),CCCCCCCCCCCCN(CCCCCCCCCCCC)C(=O)COCCOCC(=O)N(CCCCCCCCCCCC)CCCCCCCCCCCC,14,3.26826,11.316,3.36393,3.26826,0,1.84856,0.142857,3.93344,0.214286,6.06743,registered: hidden cell
B7,selection,,Am(III),CCCCC(CC)CN(CC(CC)CCCC)C(=O)COCC(=O)N(CC(CC)CCCC)CC(CC)CCCC,65,0.591221,0.648153,0.805079,0.229245,0.6,1.18305,0.907692,2.72113,1,6.38324,registered: hidden cell
B7,selection,,Am(III),CCCCCCCC(=O)N(CCCCCC)CCCCCC,27,0.880461,1.13657,1.0661,-0.350386,0.407407,1.24439,0.814815,2.94587,1,6.08092,registered: hidden cell
B7,selection,,Am(III),CCCCCCCC(=O)N(CCCCCC)CCCCCC|CCCCCCCCN(CCCCCCCC)C(=O)COCC(=O)N(CCCCCCCC)CCCCCCCC,31,1.61942,3.2514,1.80317,-1.57458,0.225806,1.24422,0.290323,3.05326,1,6.00319,registered: hidden cell
B7,selection,,Am(III),CCCCCCCCCCN(CCCCCCCCCC)C(=O)C(C)OC(C)C(=O)N(CCCCCCCCCC)CCCCCCCCCC,14,0.671969,0.670594,0.818898,-0.610999,0.428571,1.42074,1,3.22533,1,6.08092,registered: hidden cell
B7,selection,,Am(III),CCCCCCCCCCN(CCCCCCCCCC)C(=O)[C@H](CCC)O[C@@H](CCC)C(=O)N(CCCCCCCCCC)CCCCCCCCCC,11,0.628081,0.545393,0.738507,-0.628081,0.636364,1.29913,1,3.14743,1,6.58021,registered: hidden cell
B7,selection,,Am(III),CCCCCCCCN(CCCCCCCC)C(=O)C(C)OC(C)C(=O)N(CCCCCCCC)CCCCCCCC,18,0.836797,0.941977,0.970555,0.386546,0.5,1.41173,0.888889,3.17797,1,5.82431,registered: hidden cell
B7,selection,,Am(III),CCCCCCCCN(CCCCCCCC)C(=O)CN(CC(=O)N(CCCCCCCC)CCCCCCCC)CC(=O)N(CCCCCCCC)CCCCCCCC,22,1.86557,3.85382,1.96312,-1.86557,0.0909091,1.41173,0.181818,3.18691,0.954545,6.162,registered: hidden cell
B7,selection,,Am(III),CCCCCCCCN(CCCCCCCC)C(=O)COCC(=O)N(CCCCCCCC)CCCCCCCC,515,1.21461,2.52158,1.58795,0.279769,0.384466,1.39248,0.747573,3.26764,0.949515,6.29661,registered: hidden cell
B7,selection,,Am(III),CCCCCCCCN(CCCCCCCC)C(=O)COCC(=O)NCCCOc1cc(OCCCNC(=O)COCC(=O)N(CCCCCCCC)CCCCCCCC)cc(OCCCNC(=O)COCC(=O)N(CCCCCCCC)CCCCCCCC)c1,50,2.53392,17.5356,4.18755,1.89525,0.38,1.29036,0.64,3.00452,0.74,4.89848,registered: hidden cell
B7,selection,,Am(III),CCCCCCCCN(CCCCCCCC)C(=O)c1ccc2ccc3ccc(C(=O)N(CCCCCCCC)CCCCCCCC)nc3c2n1,12,0.813849,0.981077,0.990493,-0.270571,0.583333,1.28377,0.833333,3.14983,1,6.58021,registered: hidden cell
B7,selection,,Am(III),CN(C(=O)COCC(=O)N(C)c1ccccc1)c1ccccc1,14,0.787743,0.852862,0.923505,-0.221535,0.357143,1.16811,0.857143,2.71078,1,6.26827,registered: hidden cell
B7,selection,,Ba(II),CCCCCCCCN(CCCCCCCC)C(=O)COCC(=O)N(CCCCCCCC)CCCCCCCC,22,0.933842,1.33633,1.156,0.724918,0.409091,1.41823,0.818182,3.19061,1,5.8387,registered: hidden cell
B7,selection,,Ce(III),CCCCCCCCN(C)C(=O)COCC(=O)N(C)CCCCCCCC,21,0.276652,0.106162,0.325825,-0.191933,0.952381,1.45983,1,3.28606,1,6.38324,registered: hidden cell
B7,selection,,Ce(III),CCCCCCCCN(CCCCCCCC)C(=O)COCC(=O)N(CCCCCCCC)CCCCCCCC,99,0.63855,0.613234,0.783092,-0.339248,0.525253,1.31956,0.949495,3.0671,1,6.46762,registered: hidden cell
B7,selection,,Ce(III),CCCCCc1nnc(-c2cccc(-c3cccc(-c4nnc(CCCCC)c(CCCCC)n4)n3)n2)nc1CCCCC,15,0.542887,0.636267,0.797664,-0.352779,0.666667,1.22531,0.933333,2.81952,1,4.9335,registered: hidden cell
B7,selection,,Ce(III),CN(C(=O)c1cccc(C(=O)N(C)c2ccccc2)n1)c1ccccc1,10,1.1,1.59009,1.26099,-0.0650849,0.3,1.2953,0.7,3.04729,1,4.96182,registered: hidden cell
B7,selection,,Cm(III),CCCCCCCCN(CCCCCCCC)C(=O)CN(CC(=O)N(CCCCCCCC)CCCCCCCC)CC(=O)N(CCCCCCCC)CCCCCCCC,10,0.8469,1.04833,1.02388,0.524943,0.4,1.43706,0.8,3.22568,1,5.94789,registered: hidden cell
B7,selection,,Cm(III),CCCCCCCCN(CCCCCCCC)C(=O)COCC(=O)N(CCCCCCCC)CCCCCCCC,77,1.27986,2.35703,1.53526,0.29137,0.272727,1.29328,0.662338,3.19344,0.961039,6.66414,registered: hidden cell
B7,selection,,Dy(III),CCCCCCC(C)N(CCCC)C(=O)COCC(=O)N(CCCC)C(C)CCCCCC,60,0.492923,0.375138,0.612485,0.272536,0.766667,1.43706,0.983333,3.22973,1,5.96803,registered: hidden cell
B7,selection,,Dy(III),CCCCCCCCN(C)C(=O)COCC(=O)N(C)CCCCCCCC,22,0.289908,0.131442,0.36255,0.289338,0.954545,1.43107,1,3.25772,1,6.38324,registered: hidden cell
B7,selection,,Dy(III),CCCCCCCCN(CCCCCCCC)C(=O)COCC(=O)N(CCCCCCCC)CCCCCCCC,85,0.71888,0.907766,0.952768,-0.140183,0.505882,1.09907,0.788235,2.59907,1,5.98194,registered: hidden cell
B7,selection,,Dy(III),CCCCCc1nnc(-c2cccc(-c3cccc(-c4nnc(CCCCC)c(CCCCC)n4)n3)n2)nc1CCCCC,16,0.258192,0.0927649,0.304573,0.219204,1,1.23043,1,2.81408,1,4.9335,registered: hidden cell
B7,selection,,Dy(III),CN(C(=O)c1cccc(C(=O)N(C)c2ccccc2)n1)c1ccccc1,10,1.06494,1.61191,1.26961,0.137006,0.5,1.29036,0.7,3.03088,1,4.96182,registered: hidden cell
B7,selection,,Er(III),CCCCCCC(C)N(CCCC)C(=O)COCC(=O)N(CCCC)C(C)CCCCCC,15,0.516686,0.342355,0.585111,0.371284,0.8,1.41567,1,3.21065,1,5.94789,registered: hidden cell
B7,selection,,Er(III),CCCCCCCCN(C)C(=O)COCC(=O)N(C)CCCCCCCC,20,0.338004,0.154811,0.39346,0.0962127,0.95,1.42477,1,3.24328,1,6.38324,registered: hidden cell
B7,selection,,Er(III),CCCCCCCCN(CCCCCCCC)C(=O)COCC(=O)N(CCCCCCCC)CCCCCCCC,77,0.643009,0.742355,0.8616,0.0316988,0.558442,1.16474,0.883117,2.74376,1,6.38324,registered: hidden cell
B7,selection,,Er(III),CCCCCc1nnc(-c2cccc(-c3cccc(-c4nnc(CCCCC)c(CCCCC)n4)n3)n2)nc1CCCCC,16,0.198266,0.0637038,0.252396,-0.147052,1,1.24603,1,2.82156,1,4.93871,registered: hidden cell
B7,selection,,Er(III),CN(C(=O)c1cccc(C(=O)N(C)c2ccccc2)n1)c1ccccc1,10,1.12724,1.6949,1.30189,0.0130177,0.4,1.28003,0.7,3.02514,1,4.9525,registered: hidden cell
B7,selection,,Eu(III),CCCCCCCC(=O)N(CCCCCC)CCCCCC|CCCCCCCCN(CCCCCCCC)C(=O)COCC(=O)N(CCCCCCCC)CCCCCCCC,14,0.315875,0.153434,0.391707,-0.223361,1,1.40863,1,3.34489,1,6.38324,registered: hidden cell
B7,selection,,Eu(III),CCCCCCCCN(C)C(=O)COCC(=O)N(C)CCCCCCCC,22,0.197027,0.080917,0.284459,-0.139327,0.954545,1.41173,1,3.23385,1,6.38324,registered: hidden cell
B7,selection,,Eu(III),CCCCCCCCN(CCCCCCCC)C(=O)C(C)OC(C)C(=O)N(CCCCCCCC)CCCCCCCC,20,3.15179,11.3089,3.36286,-3.06145,0,1.40157,0.1,3.19344,0.4,5.69901,registered: hidden cell
B7,selection,,Eu(III),CCCCCCCCN(CCCCCCCC)C(=O)CN(CC(=O)N(CCCCCCCC)CCCCCCCC)CC(=O)N(CCCCCCCC)CCCCCCCC,13,0.808603,0.755749,0.869338,-0.808603,0.307692,1.33397,1,2.91822,1,4.97259,registered: hidden cell
B7,selection,,Eu(III),CCCCCCCCN(CCCCCCCC)C(=O)COCC(=O)N(CCCCCCCC)CCCCCCCC,408,1.10659,1.8643,1.36539,-0.60385,0.384804,1.40863,0.796569,3.34489,0.970588,6.38324,registered: hidden cell
B7,selection,,Eu(III),CCCCCCCCN(CCCCCCCC)C(=O)COCC(=O)NCCCOc1cc(OCCCNC(=O)COCC(=O)N(CCCCCCCC)CCCCCCCC)cc(OCCCNC(=O)COCC(=O)N(CCCCCCCC)CCCCCCCC)c1,16,0.881341,1.19372,1.09258,-0.3685,0.4375,1.2957,0.9375,3.06475,1,4.97985,registered: hidden cell
B7,selection,,Eu(III),CCCCCCCCN(CCCCCCCC)C(=O)c1ccc2ccc3ccc(C(=O)N(CCCCCCCC)CCCCCCCC)nc3c2n1,13,0.661918,0.726432,0.85231,0.231062,0.538462,1.26549,0.923077,3.14743,1,6.58021,registered: hidden cell
B7,selection,,Eu(III),CCCCCc1nnc(-c2cccc(-c3cccc(-c4nnc(CCCCC)c(CCCCC)n4)n3)n2)nc1CCCCC,157,2.71109,8.89033,2.98167,-2.71109,0.178344,1.24308,0.184713,2.74376,0.210191,4.73126,registered: hidden cell
B7,selection,,Eu(III),CN(C(=O)c1cccc(C(=O)N(C)c2ccccc2)n1)c1ccccc1,10,1.02975,1.55048,1.24518,0.0434339,0.3,1.28053,0.7,3.01966,1,4.96182,registered: hidden cell
B7,selection,,Gd(III),CCCCCCC(C)N(CCCC)C(=O)COCC(=O)N(CCCC)C(C)CCCCCC,15,0.45073,0.413201,0.642807,0.182492,0.8,1.42024,0.933333,3.23288,1,5.86997,registered: hidden cell
B7,selection,,Gd(III),CCCCCCCCN(C)C(=O)COCC(=O)N(C)CCCCCCCC,22,0.262762,0.092375,0.303933,0.260015,1,1.32703,1,3.13714,1,6.14977,registered: hidden cell
B7,selection,,Gd(III),CCCCCCCCN(CCCCCCCC)C(=O)COCC(=O)N(CCCCCCCC)CCCCCCCC,120,0.80492,1.13409,1.06494,0.337425,0.491667,1.08667,0.75,2.56888,1,5.82431,registered: hidden cell
B7,selection,,Gd(III),CCCCCc1nnc(-c2cccc(-c3cccc(-c4nnc(CCCCC)c(CCCCC)n4)n3)n2)nc1CCCCC,16,0.477359,0.277275,0.526569,0.477359,0.75,1.25174,1,2.82221,1,4.93871,registered: hidden cell
B7,selection,,Gd(III),CN(C(=O)c1cccc(C(=O)N(C)c2ccccc2)n1)c1ccccc1,10,1.01772,1.54976,1.24489,0.194356,0.3,1.28053,0.7,3.01966,1,4.96182,registered: hidden cell
B7,selection,,Ho(III),CCCCCCCCN(C)C(=O)COCC(=O)N(C)CCCCCCCC,21,0.253957,0.0957192,0.309385,0.0251326,0.952381,1.32527,1,3.13714,1,6.14977,registered: hidden cell
B7,selection,,Ho(III),CCCCCCCCN(CCCCCCCC)C(=O)COCC(=O)N(CCCCCCCC)CCCCCCCC,82,0.712306,0.868102,0.93172,-0.225479,0.512195,1.1495,0.841463,2.71782,1,6.29619,registered: hidden cell
B7,selection,,Ho(III),CCCCCc1nnc(-c2cccc(-c3cccc(-c4nnc(CCCCC)c(CCCCC)n4)n3)n2)nc1CCCCC,16,0.215226,0.0633911,0.251776,0.147052,1,1.26055,1,2.82221,1,4.93871,registered: hidden cell
B7,selection,,Ho(III),CN(C(=O)c1cccc(C(=O)N(C)c2ccccc2)n1)c1ccccc1,10,1.08756,1.66676,1.29103,0.133791,0.5,1.28003,0.6,3.01966,1,4.96182,registered: hidden cell
B7,selection,,La(III),CCCCCCCCN(C)C(=O)COCC(=O)N(C)CCCCCCCC,22,0.33137,0.188246,0.433873,0.18171,0.954545,1.34056,1,3.14774,1,6.14977,registered: hidden cell
B7,selection,,La(III),CCCCCCCCN(CCCCCCCC)C(=O)COCC(=O)N(CCCCCCCC)CCCCCCCC,88,0.793489,1.18321,1.08776,0.647228,0.511364,1.09452,0.772727,2.5933,1,5.82431,registered: hidden cell
B7,selection,,La(III),CCCCCc1nnc(-c2cccc(-c3cccc(-c4nnc(CCCCC)c(CCCCC)n4)n3)n2)nc1CCCCC,16,0.557014,0.469089,0.684901,0.352602,0.5625,1.24226,1,2.82156,1,4.9525,registered: hidden cell
B7,selection,,La(III),CN(C(=O)c1cccc(C(=O)N(C)c2ccccc2)n1)c1ccccc1,10,1.1,1.663,1.28957,0.0650849,0.2,1.28125,0.8,3.03464,0.9,4.96182,registered: hidden cell
B7,selection,,Lu(III),CCCCCCCCN(C)C(=O)COCC(=O)N(C)CCCCCCCC,22,0.274474,0.12301,0.350728,-0.00796567,0.954545,1.34056,1,3.14774,1,6.14977,registered: hidden cell
B7,selection,,Lu(III),CCCCCCCCN(CCCCCCCC)C(=O)COCC(=O)N(CCCCCCCC)CCCCCCCC,90,0.676843,0.768069,0.876395,-0.0398617,0.533333,1.14265,0.888889,2.75156,1,6.29619,registered: hidden cell
B7,selection,,Lu(III),CCCCCc1nnc(-c2cccc(-c3cccc(-c4nnc(CCCCC)c(CCCCC)n4)n3)n2)nc1CCCCC,16,0.138862,0.0284609,0.168703,0.0207518,1,1.24973,1,2.82156,1,4.9525,registered: hidden cell
